,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2.AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
16517,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/11/2005,Parts per billion,16.913043,23,5,22,Parts per million,0.027208,0.034,9,29,Parts per billion,2.347826,5,14,7,Parts per million,0.4625,0.5,8,6
16521,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/12/2005,Parts per billion,12.304348,18,6,17,Parts per million,0.034708,0.045,11,38,Parts per billion,2.782609,7,5,10,Parts per million,0.404167,0.5,12,6
16525,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/13/2005,Parts per billion,18.173913,41,10,39,Parts per million,0.036167,0.051,11,43,Parts per billion,0.869565,3,10,4,Parts per million,0.508333,0.7,11,8
16529,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/14/2005,Parts per billion,19.173913,35,7,33,Parts per million,0.036292,0.047,11,40,Parts per billion,1.086957,4,8,6,Parts per million,0.479167,0.6,7,7
16533,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/15/2005,Parts per billion,17.565217,26,7,25,Parts per million,0.034,0.036,0,31,Parts per billion,1.652174,4,13,6,Parts per million,0.379167,0.5,11,6
16537,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/16/2005,Parts per billion,16.73913,28,6,26,Parts per million,0.027208,0.034,12,29,Parts per billion,1.434783,3,6,4,Parts per million,0.375,0.5,11,6
16541,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/17/2005,Parts per billion,17.130435,32,10,30,Parts per million,0.019625,0.025,16,21,Parts per billion,2.304348,8,9,11,Parts per million,0.408333,0.6,13,7
16545,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/18/2005,Parts per billion,13.565217,23,3,22,Parts per million,0.021917,0.032,9,27,Parts per billion,1.652174,7,14,10,Parts per million,0.4,0.5,13,6
16549,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/19/2005,Parts per billion,15.173913,23,2,22,Parts per million,0.023833,0.04,11,34,Parts per billion,2.391304,11,9,16,Parts per million,0.429167,0.6,7,7
16553,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/20/2005,Parts per billion,20.043478,36,9,34,Parts per million,0.021042,0.038,11,32,Parts per billion,3.782609,17,9,24,Parts per million,0.441667,0.6,9,7
16557,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/21/2005,Parts per billion,18.761905,28,11,26,Parts per million,0.025,0.04,9,34,Parts per billion,1.571429,3,7,4,Parts per million,0.559091,0.7,9,8
16561,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/22/2005,Parts per billion,22.782609,31,9,29,Parts per million,0.022958,0.041,11,35,Parts per billion,3.521739,12,9,17,Parts per million,0.616667,0.8,11,9
16565,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/23/2005,Parts per billion,17.391304,26,12,25,Parts per million,0.025875,0.037,10,31,Parts per billion,2.363636,5,0,7,Parts per million,0.311765,0.6,0,7
16569,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/24/2005,Parts per billion,21.347826,42,9,40,Parts per million,0.019958,0.038,11,32,Parts per billion,1.521739,8,11,11,Parts per million,0.175,0.4,10,5
16573,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/25/2005,Parts per billion,13.695652,22,6,21,Parts per million,0.024917,0.037,12,31,Parts per billion,1.347826,5,13,7,Parts per million,0.079167,0.1,0,1
16577,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/26/2005,Parts per billion,12.565217,22,3,21,Parts per million,0.027958,0.036,8,31,Parts per billion,1.652174,5,15,7,Parts per million,0.016667,0.1,10,1
16581,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/27/2005,Parts per billion,16.347826,29,16,27,Parts per million,0.028958,0.033,12,28,Parts per billion,1.913043,8,16,11,Parts per million,0.083333,0.1,0,1
16585,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/28/2005,Parts per billion,16.285714,32,16,30,Parts per million,0.023333,0.032,7,27,Parts per billion,0.904762,4,5,6,Parts per million,0.1875,0.5,15,6
16589,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/29/2005,Parts per billion,19.391304,30,9,28,Parts per million,0.01625,0.025,10,21,Parts per billion,1.086957,7,10,10,Parts per million,0.141667,0.3,11,3
16593,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,6/30/2005,Parts per billion,18.863636,31,11,29,Parts per million,0.024542,0.035,13,30,Parts per billion,1.227273,4,11,6,Parts per million,0.2375,0.4,19,5
16597,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/1/2005,Parts per billion,21.304348,43,11,41,Parts per million,0.025083,0.032,21,27,Parts per billion,3.913043,10,11,14,Parts per million,0.729167,1.1,16,13
16601,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/2/2005,Parts per billion,11.565217,21,13,20,Parts per million,0.034417,0.047,12,40,Parts per billion,2.782609,8,12,11,Parts per million,0.816667,0.9,0,10
16605,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/3/2005,Parts per billion,13.043478,19,14,18,Parts per million,0.033875,0.045,9,38,Parts per billion,2.391304,6,13,9,Parts per million,0.766667,0.9,23,10
16609,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/4/2005,Parts per billion,12.869565,24,11,23,Parts per million,0.033583,0.048,12,41,Parts per billion,2.73913,8,12,11,Parts per million,0.791667,0.9,0,10
16613,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/5/2005,Parts per billion,17.521739,28,12,26,Parts per million,0.026458,0.042,9,36,Parts per billion,2.608696,7,12,10,Parts per million,0.8,1,9,11
16617,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/6/2005,Parts per billion,21.956522,37,14,35,Parts per million,0.0255,0.035,11,30,Parts per billion,3.956522,9,0,13,Parts per million,0.629167,0.8,15,9
16621,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/7/2005,Parts per billion,18.391304,33,10,31,Parts per million,0.026958,0.035,10,30,Parts per billion,2.565217,6,11,9,Parts per million,0.670833,0.8,11,9
16625,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/8/2005,Parts per billion,16.173913,27,14,25,Parts per million,0.026208,0.033,13,28,Parts per billion,1.869565,6,15,9,Parts per million,0.691667,0.9,19,10
16629,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/9/2005,Parts per billion,16.347826,29,2,27,Parts per million,0.028708,0.039,11,33,Parts per billion,3.217391,7,1,10,Parts per million,0.804167,0.9,11,10
16633,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/10/2005,Parts per billion,12.826087,21,15,20,Parts per million,0.032208,0.04,12,34,Parts per billion,2.956522,9,15,13,Parts per million,0.6875,0.8,0,9
16637,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/11/2005,Parts per billion,17.478261,27,19,25,Parts per million,0.020208,0.026,11,22,Parts per billion,3.173913,10,10,14,Parts per million,0.754167,0.9,14,10
16641,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/12/2005,Parts per billion,26.347826,34,17,32,Parts per million,0.022792,0.03,13,25,Parts per billion,7.217391,11,22,16,Parts per million,0.833333,1,11,11
16645,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/13/2005,Parts per billion,20.086957,33,8,31,Parts per million,0.023792,0.036,9,31,Parts per billion,1.111111,2,0,3,Parts per million,0.854167,1,9,11
16649,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/14/2005,Parts per billion,23.913043,39,14,37,Parts per million,0.021375,0.032,12,27,Parts per billion,3.25,7,14,10,Parts per million,0.9,1.1,15,13
16653,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/15/2005,Parts per billion,17.130435,30,13,28,Parts per million,0.0225,0.029,0,25,Parts per billion,1.086957,3,15,4,Parts per million,0.7625,0.9,16,10
16657,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/16/2005,Parts per billion,17.347826,26,5,25,Parts per million,0.026708,0.034,9,29,Parts per billion,3.26087,5,5,7,Parts per million,0.8375,0.9,15,10
16661,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/17/2005,Parts per billion,15.347826,37,11,35,Parts per million,0.030917,0.045,12,38,Parts per billion,3.304348,19,11,27,Parts per million,0.858333,1,12,11
16665,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/18/2005,Parts per billion,21.173913,34,10,32,Parts per million,0.018667,0.031,11,26,Parts per billion,4.173913,13,10,19,Parts per million,0.908333,1.1,13,13
16669,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/19/2005,Parts per billion,17.652174,23,3,22,Parts per million,0.018458,0.024,7,20,Parts per billion,2.26087,10,16,14,Parts per million,0.916667,1.1,21,13
16673,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/20/2005,Parts per billion,19.478261,31,14,29,Parts per million,0.01875,0.028,10,24,Parts per billion,3.130435,9,13,13,Parts per million,0.970833,1.1,16,13
16677,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/21/2005,Parts per billion,26.434783,80,9,79,Parts per million,0.022708,0.039,12,33,Parts per billion,8.173913,34,21,49,Parts per million,1.041667,1.2,9,14
16681,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/22/2005,Parts per billion,26.173913,54,9,51,Parts per million,0.023583,0.039,11,33,Parts per billion,5.826087,24,9,34,Parts per million,1.0375,1.3,11,15
16685,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/23/2005,Parts per billion,9.26087,12,6,11,Parts per million,0.023333,0.028,9,24,Parts per billion,0.26087,1,0,1,Parts per million,0.8,0.9,12,10
16689,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/24/2005,Parts per billion,11.130435,19,22,18,Parts per million,0.021917,0.031,9,26,Parts per billion,1.26087,3,12,4,Parts per million,0.758333,0.8,0,9
16693,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/25/2005,Parts per billion,19.521739,31,11,29,Parts per million,0.01775,0.026,11,22,Parts per billion,2.652174,9,11,13,Parts per million,0.933333,1.1,10,13
16697,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/26/2005,Parts per billion,22.347826,38,9,36,Parts per million,0.015875,0.027,10,23,Parts per billion,3.565217,10,10,14,Parts per million,1.008333,1.2,10,14
16701,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/27/2005,Parts per billion,19.782609,40,10,38,Parts per million,0.01925,0.029,11,25,Parts per billion,2.956522,12,10,17,Parts per million,0.941667,1.1,12,13
16705,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/28/2005,Parts per billion,17.956522,31,10,29,Parts per million,0.023458,0.034,10,29,Parts per billion,1.956522,7,9,10,Parts per million,0.9,1.1,11,13
16709,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/29/2005,Parts per billion,16.347826,28,10,26,Parts per million,0.023083,0.034,11,29,Parts per billion,1.826087,7,7,10,Parts per million,0.904167,1,10,11
16713,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/30/2005,Parts per billion,12.608696,23,9,22,Parts per million,0.023375,0.034,10,29,Parts per billion,1.826087,6,8,9,Parts per million,0.875,0.9,0,10
16717,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,7/31/2005,Parts per billion,11.434783,26,10,25,Parts per million,0.026083,0.037,11,31,Parts per billion,1.826087,9,11,13,Parts per million,0.879167,1,12,11
16721,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/1/2005,Parts per billion,16.695652,31,10,29,Parts per million,0.020833,0.033,12,28,Parts per billion,2.695652,10,11,14,Parts per million,0.141667,0.7,0,8
16725,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/2/2005,Parts per billion,17.826087,28,13,26,Parts per million,0.021458,0.03,10,25,Parts per billion,1.826087,5,12,7,Parts per million,0,0,0,0
16729,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/3/2005,Parts per billion,18.73913,36,9,34,Parts per million,0.023708,0.031,13,26,Parts per billion,2.26087,10,10,14,Parts per million,0,0,0,0
16733,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/4/2005,Parts per billion,28.826087,44,12,42,Parts per million,0.023,0.043,13,36,Parts per billion,3.782609,12,9,17,Parts per million,0.095833,0.2,8,2
16737,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/5/2005,Parts per billion,25.304348,35,0,33,Parts per million,0.016208,0.028,8,24,Parts per billion,2.391304,5,8,7,Parts per million,0.066667,0.1,6,1
16741,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/6/2005,Parts per billion,18.956522,39,10,37,Parts per million,0.028,0.043,10,36,Parts per billion,3.304348,12,10,17,Parts per million,0.033333,0.1,0,1
16745,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/7/2005,Parts per billion,12.217391,19,11,18,Parts per million,0.031792,0.05,9,42,Parts per billion,2.217391,5,7,7,Parts per million,0,0,0,0
16749,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/8/2005,Parts per billion,20.826087,40,10,38,Parts per million,0.021875,0.039,10,33,Parts per billion,2.086957,4,10,6,Parts per million,0.066667,0.2,10,2
16753,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/9/2005,Parts per billion,24.217391,43,9,41,Parts per million,0.016583,0.028,10,24,Parts per billion,4.217391,12,10,17,Parts per million,0.104167,0.2,10,2
16757,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/10/2005,Parts per billion,18,25,7,24,Parts per million,0.021708,0.031,10,26,Parts per billion,3.304348,9,8,13,Parts per million,0.058333,0.1,7,1
16761,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/11/2005,Parts per billion,19.695652,32,9,30,Parts per million,0.020833,0.03,11,25,Parts per billion,2.478261,8,10,11,Parts per million,0.058333,0.2,11,2
16765,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/12/2005,Parts per billion,14.826087,19,1,18,Parts per million,0.021208,0.027,23,23,Parts per billion,1.043478,3,2,4,Parts per million,0.025,0.1,17,1
16769,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/13/2005,Parts per billion,9.869565,19,11,18,Parts per million,0.030917,0.036,16,31,Parts per billion,0.826087,4,12,6,Parts per million,0,0,0,0
16773,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/14/2005,Parts per billion,12.086957,20,6,19,Parts per million,0.034417,0.038,8,32,Parts per billion,1.434783,5,15,7,Parts per million,0,0,0,0
16777,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/15/2005,Parts per billion,18.608696,35,10,33,Parts per million,0.027125,0.033,12,28,Parts per billion,1.217391,6,10,9,Parts per million,0.091667,0.2,11,2
16781,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/16/2005,Parts per billion,18.26087,29,8,27,Parts per million,0.027542,0.039,12,33,Parts per billion,1,4,13,6,Parts per million,0.104167,0.2,10,2
16785,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/17/2005,Parts per billion,20.608696,37,5,35,Parts per million,0.02875,0.047,10,40,Parts per billion,0.956522,4,12,6,Parts per million,0.1125,0.2,8,2
16789,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/18/2005,Parts per billion,18.913043,35,8,33,Parts per million,0.028542,0.04,13,34,Parts per billion,1.391304,7,9,10,Parts per million,0.108333,0.2,11,2
16793,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/19/2005,Parts per billion,19.26087,32,6,30,Parts per million,0.026458,0.042,11,36,Parts per billion,1.217391,7,10,10,Parts per million,0.116667,0.3,9,3
16797,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/20/2005,Parts per billion,13.608696,28,10,26,Parts per million,0.033833,0.044,10,37,Parts per billion,0.73913,3,9,4,Parts per million,0.066667,0.2,11,2
16801,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/21/2005,Parts per billion,13.391304,26,12,25,Parts per million,0.030208,0.046,9,39,Parts per billion,1.434783,10,12,14,Parts per million,0.0625,0.1,9,1
16805,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/22/2005,Parts per billion,24.782609,42,12,40,Parts per million,0.021167,0.032,23,27,Parts per billion,2.565217,13,12,19,Parts per million,0.258333,0.4,10,5
16809,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/23/2005,Parts per billion,17.913043,25,16,24,Parts per million,0.02675,0.036,8,31,Parts per billion,0.478261,2,18,3,Parts per million,0.175,0.3,18,3
16813,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/24/2005,Parts per billion,24.826087,41,14,39,Parts per million,0.025167,0.038,10,32,Parts per billion,4.217391,21,9,30,Parts per million,0.308333,0.5,10,6
16817,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/25/2005,Parts per billion,29.913043,59,9,56,Parts per million,0.034917,0.06,11,51,Parts per billion,1.73913,4,6,6,Parts per million,0.379167,0.7,11,8
16821,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/26/2005,Parts per billion,20.565217,46,11,43,Parts per million,0.030833,0.051,12,43,Parts per billion,2.391304,12,12,17,Parts per million,0.25,0.4,11,5
16825,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/27/2005,Parts per billion,22.608696,49,10,46,Parts per million,0.028333,0.054,11,46,Parts per billion,3.217391,17,11,24,Parts per million,0.341667,0.5,10,6
16829,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/28/2005,Parts per billion,17.347826,32,12,30,Parts per million,0.026208,0.046,11,39,Parts per billion,3.26087,8,9,11,Parts per million,0.245833,0.3,11,3
16833,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/29/2005,Parts per billion,22.956522,34,13,32,Parts per million,0.021792,0.042,10,36,Parts per billion,2.478261,7,8,10,Parts per million,0.275,0.4,13,5
16837,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,8/30/2005,Parts per billion,15.869565,25,19,24,Parts per million,0.022792,0.031,23,26,Parts per billion,1.565217,4,14,6,Parts per million,0.254167,0.3,0,3
